"Month","Product variant SKU","Product title","Product variant SKU at time of sale","Shipping country","Net items sold"
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Hong Kong",4
"2026-01-01","UNB-B16","Unibasket","UNB-B16","South Korea",10
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Switzerland",2
"2026-01-01","BNF","Bean Funnel","BNF","Switzerland",10
"2026-01-01","BSH","Blind Shaker","BSH","China",30
"2026-01-01","RNT","Really Nice Tamper","RNT","United States",30
"2026-02-01","RR1-B","The RoadRunner","RR1-B","Sweden",8
"2026-02-01","EG1-B","The EG-1","EG1-B","Netherlands",3
"2026-02-01","BSH-B-2","Blind Shaker - No Magnet Installed","BSH-B-2","United Kingdom",25
"2026-02-01","KEY-2-B","The Key","KEY-2-B","United Kingdom",1
"2026-02-01","DB1","EG-1 Burrs","DB1","Sweden",1
"2026-02-01","EG1","The EG-1","EG1","Italy",3
"2026-02-01","BD1-SG","BIRD Spare Glass","BD1-SG","United Arab Emirates",1
"2026-02-01","UNF-2-T","Unifilter","UNF-2-T","Netherlands",1
"2026-02-01","RNT","Really Nice Tamper","RNT","Netherlands",1
"2026-02-01","MNR","MOONRAKER™","MNR","United Kingdom",2
"2026-02-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","United Arab Emirates",1
"2026-02-01","KEY-2-B","The Key","KEY-2-B","Hong Kong",2
"2026-02-01","UNB-B20","Unibasket","UNB-B20","United Arab Emirates",2
"2026-02-01","MNR-U","MOONRAKER™","MNR-U","Sweden",3
"2026-02-01","TPM-N","Leather Tamping Mat","TPM-N","United Kingdom",5
"2026-02-01","BCK-R","BUCK","BCK-R","United Arab Emirates",3
"2026-02-01","EG1","The EG-1","EG1","Hong Kong",3
"2026-02-01","UNF-2-R","Unifilter","UNF-2-R","Netherlands",1
"2026-02-01","HG2B_2","The HG-2","HG2B_2","Netherlands",1
"2026-02-01","BCK-W","BUCK","BCK-W","United States",10
"2026-02-01","UNB-B20","Unibasket","UNB-B20","United Kingdom",20
"2026-02-01","BD1-SG","BIRD Spare Glass","BD1-SG","Norway",2
"2026-02-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Norway",100
"2026-02-01","EG1","The EG-1","EG1","Netherlands",1
"2026-02-01","BD1","The BIRD","BD1","Netherlands",4
"2026-02-01","RR1-B","The RoadRunner","RR1-B","Norway",12
"2026-02-01","MNR-U","MOONRAKER™","MNR-U","Netherlands",1
"2026-02-01","RNT","Really Nice Tamper","RNT","United Kingdom",3
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Norway",35
"2026-02-01","BSH","Blind Shaker","BSH","United Arab Emirates",3
"2026-02-01","BCK-W","BUCK","BCK-W","Netherlands",1
"2026-02-01","RR1-B","The RoadRunner","RR1-B","Australia",12
"2026-02-01","UNB-B20","Unibasket","UNB-B20","Australia",16
"2026-02-01","RNT-B","Really Nice Tamper","RNT-B","United States",36
"2026-02-01","BSH","Blind Shaker","BSH","Hong Kong",2
"2026-02-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","United Kingdom",20
"2026-02-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Sweden",1
"2026-02-01","BNP-50","BEAN CELLAR Bulk","BNP-50","United Arab Emirates",4
"2026-02-01","LKG","Looking Glass","LKG","Australia",3
"2026-02-01","MNR","MOONRAKER™","MNR","Netherlands",1
"2026-02-01","BD1","The BIRD","BD1","Norway",4
"2026-02-01","BD1","The BIRD","BD1","United Kingdom",10
"2026-02-01","BD1_TSH_XXL","BIRD T-Shirt","BD1_TSH_XXL","Australia",2
"2026-02-01","DB1","EG-1 Burrs","DB1","United Kingdom",4
"2026-02-01","EG1-B-DB2","The EG-1","EG1-B-DB2","Sweden",1
"2026-02-01","UNB-B16","Unibasket","UNB-B16","Australia",1
"2026-02-01","RNT-OW","Really Nice Tamper","RNT-OW","Australia",2
"2026-02-01","BSH","Blind Shaker","BSH","Netherlands",1
"2026-02-01","BCK-W","BUCK","BCK-W","United Kingdom",5
"2026-02-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Netherlands",1
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Australia",2
"2026-02-01","HG2_2","The HG-2","HG2_2","Netherlands",1
"2026-02-01","BD1_A_SG","BIRD Spare Glass","BD1_A_SG","Hong Kong",10
"2026-02-01","KEY-2-W","The Key","KEY-2-W","Netherlands",1
"2026-02-01","BSH","Blind Shaker","BSH","Australia",2
"2026-02-01","UNB-B20","Unibasket","UNB-B20","United States",8
"2026-02-01","UNB-B20","Unibasket","UNB-B20","Norway",4
"2026-02-01","PSC-B","Spring Clean™","PSC-B","Australia",1
"2026-02-01","BSH-B-2","Blind Shaker - No Magnet Installed","BSH-B-2","Australia",8
"2026-02-01","UNB-B16","Unibasket","UNB-B16","United Arab Emirates",5
"2026-02-01","Eg1-DB2","The EG-1","Eg1-DB2","Italy",1
"2026-02-01","BD1_A","The BIRD","BD1_A","Netherlands",4
"2026-02-01","EG1","The EG-1","EG1","United Kingdom",2
"2026-02-01","RR1-B","The RoadRunner","RR1-B","Hong Kong",120
"2026-02-01","RNT-B","Really Nice Tamper","RNT-B","United Kingdom",38
"2026-02-01","BCK-W","BUCK","BCK-W","Sweden",1
"2026-02-01","BD1-MS","BIRD Metal Screen","BD1-MS","Norway",4
"2026-02-01","UNF-2-T","Unifilter","UNF-2-T","United Kingdom",3
"2026-02-01","BSH","Blind Shaker","BSH","Austria",20
"2026-02-01","BD1_CAS","BIRD Travel Case","BD1_CAS","Hong Kong",5
"2026-02-01","PSC-B","Spring Clean™","PSC-B","United States",46
"2026-02-01","RNT-B","Really Nice Tamper","RNT-B","Sweden",2
"2026-02-01","UNB-B16","Unibasket","UNB-B16","Austria",25
"2026-02-01","UNB-B20","Unibasket","UNB-B20","Netherlands",4
"2026-02-01","BD1","The BIRD","BD1","Sweden",4
"2026-02-01","EG1-B","The EG-1","EG1-B","United Kingdom",3
"2026-02-01","RNT-B","Really Nice Tamper","RNT-B","Netherlands",3
"2026-02-01","BNF","Bean Funnel","BNF","Sweden",4
"2026-02-01","EG1-B-DB2","The EG-1","EG1-B-DB2","United Kingdom",1
"2026-02-01","EPF-58-100","EPF (10,000)","EPF-58-100","United States",1
"2026-02-01","BCK-R","BUCK","BCK-R","Netherlands",1
"2026-02-01","Eg1-DB2","The EG-1","Eg1-DB2","United Kingdom",2
"2026-02-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","United Kingdom",2
"2026-02-01","RNT-OW","Really Nice Tamper","RNT-OW","United Kingdom",10
"2026-02-01","KEY-2-B","The Key","KEY-2-B","Netherlands",3
"2026-02-01","UNB-B16","Unibasket","UNB-B16","Hong Kong",1
"2026-02-01","BNG","BEAN CELLAR Glass","BNG","Netherlands",1
"2026-02-01","BSH-B","Blind Shaker","BSH-B","United Kingdom",45
"2026-02-01","BD1-GK","BIRD Gasket Kit","BD1-GK","United Arab Emirates",1
"2026-02-01","BD1_A","The BIRD","BD1_A","United Kingdom",2
"2026-02-01","UNF-2-R","Unifilter","UNF-2-R","Australia",1
"2026-02-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Australia",2
"2026-02-01","PS-25","Puck Screens (25)","PS-25","Australia",1
"2026-02-01","PSC-B","Spring Clean™","PSC-B","United Kingdom",35
"2026-02-01","BD1-GK","BIRD Gasket Kit","BD1-GK","Norway",4
"2026-02-01","MNR-U","MOONRAKER™","MNR-U","Australia",1
"2026-02-01","RR1-B","The RoadRunner","RR1-B","Netherlands",11
"2026-02-01","MNR","MOONRAKER™","MNR","United States",4
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Netherlands",3
"2026-02-01","MNR-P-S","MOONRAKER™ Spare Needles","MNR-P-S","United Arab Emirates",2
"2026-02-01","UNB-B20","Unibasket","UNB-B20","Hong Kong",5
"2026-02-01","RNT","Really Nice Tamper","RNT","Sweden",2
"2026-02-01","TPM-B","Leather Tamping Mat","TPM-B","United Kingdom",38
"2026-02-01","KEY-2-W","The Key","KEY-2-W","Hong Kong",4
"2026-02-01","RNT-B","Really Nice Tamper","RNT-B","Australia",4
"2026-02-01","BCK-R","BUCK","BCK-R","United Kingdom",4
"2026-02-01","BD1-SIB","WW X Sibarist BIRD Paper Filters","BD1-SIB","Hong Kong",50
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Hong Kong",1
"2026-02-01","BD1-MS","BIRD Metal Screen","BD1-MS","United Arab Emirates",2
"2026-02-01","BD1-NP","BIRD Travel Sleeve","BD1-NP","Norway",2
"2026-02-01","TSH_BB_XL","Brew Boldy, Tread Lightly T-Shirt","TSH_BB_XL","United Kingdom",1
"2026-02-01","BD1_TSH_XL","BIRD T-Shirt","BD1_TSH_XL","Australia",2
"2026-02-01","EG1","The EG-1","EG1","Sweden",1
"2026-02-01","RR1-B","The RoadRunner","RR1-B","United Arab Emirates",12
"2026-02-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Australia",2
"2026-02-01","DB2","EG-1 Burrs","DB2","United Kingdom",4
"2026-02-01","DB2","EG-1 Burrs","DB2","United Arab Emirates",1
"2026-02-01","BSH-B","Blind Shaker","BSH-B","United States",72
"2026-02-01","EPF-55-100","EPF (10,000)","EPF-55-100","United Kingdom",1
"2026-02-01","BSH","Blind Shaker","BSH","Sweden",1
"2026-02-01","DB2","EG-1 Burrs","DB2","Hong Kong",1
"2026-02-01","UNB-B20","Unibasket","UNB-B20","Austria",10
"2026-02-01","BSH-B","Blind Shaker","BSH-B","United Arab Emirates",3
"2026-02-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Sweden",1
"2026-02-01","UNB-B16","Unibasket","UNB-B16","Netherlands",2
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Sweden",2
"2026-02-01","PSC-B","Spring Clean™","PSC-B","Netherlands",2
"2026-02-01","MNR","MOONRAKER™","MNR","Sweden",2
"2026-02-01","RNT","Really Nice Tamper","RNT","Australia",6
"2026-02-01","BSH-B","Blind Shaker","BSH-B","Austria",25
"2026-03-01","UNB-B20","Unibasket","UNB-B20","Switzerland",10
"2026-03-01","BSH-B","Blind Shaker","BSH-B","Switzerland",25
"2026-03-01","MNR-U","MOONRAKER™","MNR-U","Hong Kong",10
"2026-03-01","BNF","Bean Funnel","BNF","United States",3
"2026-03-01","BD1","The BIRD","BD1","Australia",2
"2026-03-01","PSV-100","Puck Savers (packs of 100)","PSV-100","Switzerland",1
"2026-03-01","RNT-B","Really Nice Tamper","RNT-B","United States",121
"2026-03-01","RNT","Really Nice Tamper","RNT","Switzerland",5
"2026-03-01","RNT-OW","Really Nice Tamper","RNT-OW","Switzerland",5
"2026-03-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Hong Kong",4
"2026-03-01","BNF","Bean Funnel","BNF","Italy",10
"2026-03-01","RNT-T-54","Really Nice Tamper","RNT-T-54","Australia",1
"2026-03-01","BCK-W","BUCK","BCK-W","Australia",6
"2026-03-01","PH","EPF Dock","PH","Hong Kong",5
"2026-03-01","KEY-2-B","The Key","KEY-2-B","Italy",1
"2026-03-01","KEY-2-B","The Key","KEY-2-B","Hong Kong",4
"2026-03-01","BCR20","BEAN CELLAR Wall Rack","BCR20","United States",1
"2026-03-01","UNB-B16","Unibasket","UNB-B16","United States",2
"2026-03-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Australia",2
"2026-03-01","TPM-N","Leather Tamping Mat","TPM-N","Hong Kong",20
"2026-03-01","GNF-T-S","Grounds Funnel & Standard Tumbler","GNF-T-S","Hong Kong",3
"2026-03-01","TPM-B","Leather Tamping Mat","TPM-B","China",10
"2026-03-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Hong Kong",4
"2026-03-01","EG1","The EG-1","EG1","Italy",2
"2026-03-01","EG1_TSH_XL","EG-1 T-Shirt","EG1_TSH_XL","United States",1
"2026-03-01","BCK-R","BUCK","BCK-R","United States",2
"2026-03-01","RNT-B-49","Really Nice Tamper","RNT-B-49","Australia",1
"2026-03-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Australia",3
"2026-03-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Australia",1
"2026-03-01","RNT-H-T","Really Nice Tamper - Wooden Handles","RNT-H-T","Hong Kong",5
"2026-03-01","RNT-H-T","Really Nice Tamper - Wooden Handles","RNT-H-T","Australia",3
"2026-03-01","HG2_2","The HG-2","HG2_2","China",1
"2026-03-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Singapore",-5
"2026-03-01","PSC-B","Spring Clean™","PSC-B","Hong Kong",10
"2026-03-01","RNT-B_54KIT","Really Nice Tamper - Base Kit","RNT-B_54KIT","Australia",1
"2026-03-01","UNB-B20","Unibasket","UNB-B20","United States",46
"2026-03-01","EG1_PLT","EG-1 Oak Platen","EG1_PLT","Hong Kong",1
"2026-03-01","GNF-T-B","Grounds Funnel & Standard Tumbler","GNF-T-B","Hong Kong",3
"2026-03-01","BSH","Blind Shaker","BSH","United States",51
"2026-03-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Netherlands",2
"2026-03-01","DB2","EG-1 Burrs","DB2","United States",1
"2026-03-01","RR1-B","The RoadRunner","RR1-B","Hong Kong",24
"2026-03-01","RNT_54KIT","Really Nice Tamper - Base Kit","RNT_54KIT","Australia",1
"2026-03-01","BD1_A","The BIRD","BD1_A","China",4
"2026-03-01","RNT","Really Nice Tamper","RNT","Singapore",1
"2026-03-01","RNT-B_49KIT","Really Nice Tamper - Base Kit","RNT-B_49KIT","Australia",2
"2026-03-01","TPM-B","Leather Tamping Mat","TPM-B","Italy",10
"2026-03-01","MTWRK","Magic Tumbler Wiper Replacement Kit","MTWRK","United States",2
"2026-03-01","MNR-P-S","MOONRAKER™ Spare Needles","MNR-P-S","Hong Kong",5
"2026-03-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Netherlands",2
"2026-03-01","GNF-S","Grounds Funnel & Standard Tumbler","GNF-S","China",2
"2026-03-01","UNB-B16","Unibasket","UNB-B16","Switzerland",10
"2026-03-01","BCK-W","BUCK","BCK-W","China",5
"2026-03-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Italy",2
"2026-03-01","UNF-2-R","Unifilter","UNF-2-R","Hong Kong",4
"2026-03-01","EPF-55-100","EPF (10,000)","EPF-55-100","Australia",1
"2026-03-01","RNT","Really Nice Tamper","RNT","Italy",11
"2026-03-01","MNR-U","MOONRAKER™","MNR-U","Italy",-2
"2026-03-01","BSH-B","Blind Shaker","BSH-B","Australia",5
"2026-03-01","LKG","Looking Glass","LKG","United States",8
"2026-03-01","UNF-2-T","Unifilter","UNF-2-T","Hong Kong",6
"2026-03-01","BD1","The BIRD","BD1","Italy",5
"2026-03-01","EG1-B","The EG-1","EG1-B","United States",1
"2026-03-01","DB2","EG-1 Burrs","DB2","Italy",1
"2026-03-01","RNT-B","Really Nice Tamper","RNT-B","Switzerland",10
"2026-03-01","BD1-SIB","WW X Sibarist BIRD Paper Filters","BD1-SIB","Hong Kong",2
"2026-03-01","PSC-B","Spring Clean™","PSC-B","Italy",11
"2026-03-01","EG1_TSH_M","EG-1 T-Shirt","EG1_TSH_M","United States",1
"2026-03-01","BLT-S","Blind Tumbler","BLT-S","United States",1
"2026-03-01","MNR","MOONRAKER™","MNR","Switzerland",4
"2026-03-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Netherlands",2
"2026-03-01","RNT-B","Really Nice Tamper","RNT-B","Italy",10
"2026-03-01","RNT-49","Really Nice Tamper","RNT-49","Australia",1
"2026-03-01","RNT-T","Really Nice Tamper","RNT-T","Hong Kong",1
"2026-03-01","PSC-B","Spring Clean™","PSC-B","China",3
"2026-03-01","EG1","The EG-1","EG1","United States",2
"2026-03-01","UNB-B16","Unibasket","UNB-B16","Hong Kong",3
"2026-03-01","BD1","The BIRD","BD1","China",12
"2026-03-01","BCK-W","BUCK","BCK-W","Hong Kong",5
"2026-03-01","CFB","Coffee Brush","CFB","United States",18
"2026-03-01","RNT-T","Really Nice Tamper","RNT-T","Australia",1
"2026-03-01","BSH","Blind Shaker","BSH","Hong Kong",6
"2026-03-01","MNR","MOONRAKER™","MNR","Hong Kong",8
"2026-03-01","MNR-U","MOONRAKER™","MNR-U","Australia",2
"2026-03-01","RNT","Really Nice Tamper","RNT","United States",15
"2026-03-01","HG2B_2","The HG-2","HG2B_2","United States",1
"2026-03-01","BSH-B","Blind Shaker","BSH-B","Italy",10
"2026-03-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","United States",4
"2026-03-01","BD1","The BIRD","BD1","Hong Kong",21
"2026-03-01","BCK-W","BUCK","BCK-W","Italy",2
"2026-03-01","EGW-3","EG-1 Spare Wipers","EGW-3","United States",1
"2026-03-01","TPM-N","Leather Tamping Mat","TPM-N","Italy",6
"2026-03-01","BSH","Blind Shaker","BSH","Switzerland",20
"2026-03-01","RNT","Really Nice Tamper","RNT","Hong Kong",17
"2026-03-01","UNF-2-R","Unifilter","UNF-2-R","Australia",2
"2026-03-01","EG1-B","The EG-1","EG1-B","Italy",4
"2026-03-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Hong Kong",5
"2026-03-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Netherlands",2
"2026-03-01","EG1","The EG-1","EG1","Hong Kong",9
"2026-03-01","HG2B_2","The HG-2","HG2B_2","Italy",2
"2026-03-01","KEY-2-W","The Key","KEY-2-W","United States",1
"2026-03-01","EPF-58-100","EPF (10,000)","EPF-58-100","Hong Kong",1
"2026-03-01","BCK-W","BUCK","BCK-W","United States",16
"2026-03-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","China",7
"2026-03-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Hong Kong",6
"2026-03-01","BD1_A","The BIRD","BD1_A","Hong Kong",3
"2026-03-01","RNT-T-49","Really Nice Tamper","RNT-T-49","Australia",1
"2026-03-01","PSC-B","Spring Clean™","PSC-B","United States",1
"2026-03-01","HG2_2","The HG-2","HG2_2","Hong Kong",1
"2026-03-01","UNB-B28","Unibasket","UNB-B28","Switzerland",1
"2026-03-01","MNR-P-L","MOONRAKER™ Spare Needles","MNR-P-L","Hong Kong",5
"2026-03-01","TPM-B","Leather Tamping Mat","TPM-B","Switzerland",5
"2026-03-01","DB1","EG-1 Burrs","DB1","United States",1
"2026-03-01","MNR","MOONRAKER™","MNR","Australia",2
"2026-03-01","HG2B_2","The HG-2","HG2B_2","China",1
"2026-03-01","BSH-B","Blind Shaker","BSH-B","United States",37
"2026-03-01","BSH","Blind Shaker","BSH","Italy",10
"2026-03-01","HG2B_2","The HG-2","HG2B_2","Hong Kong",1
"2026-03-01","BD1-NP","BIRD Travel Sleeve","BD1-NP","Australia",1
"2026-03-01","BNG","BEAN CELLAR Glass","BNG","Italy",2
"2026-03-01","DB1","EG-1 Burrs","DB1","Hong Kong",1
"2026-03-01","MNR","MOONRAKER™","MNR","Italy",4
"2026-03-01","RNT-H-OW","Really Nice Tamper - Wooden Handles","RNT-H-OW","Australia",2
"2026-03-01","RNT_49KIT","Really Nice Tamper - Base Kit","RNT_49KIT","Australia",2
"2026-03-01","UNB-B20","Unibasket","UNB-B20","Italy",5
"2026-03-01","EG1-B","The EG-1","EG1-B","Hong Kong",1
"2026-03-01","RR1-B","The RoadRunner","RR1-B","Switzerland",12
"2026-03-01","UNF-2-T","Unifilter","UNF-2-T","China",5
"2026-03-01","RNT-OW","Really Nice Tamper","RNT-OW","United States",1
"2026-03-01","BSH","Blind Shaker","BSH","Australia",3
"2026-03-01","RNT-H-OW","Really Nice Tamper - Wooden Handles","RNT-H-OW","Hong Kong",2
"2026-03-01","BNG","BEAN CELLAR Glass","BNG","Hong Kong",4
"2026-03-01","EG1","The EG-1","EG1","Sweden",1
"2026-03-01","PSC-B","Spring Clean™","PSC-B","Austria",60
"2026-03-01","MNR-U","MOONRAKER™","MNR-U","Switzerland",2
"2026-03-01","KEY-2-W","The Key","KEY-2-W","Hong Kong",8
"2026-03-01","RR1-B","The RoadRunner","RR1-B","Italy",12
"2026-03-01","RNT-OW-54","Really Nice Tamper","RNT-OW-54","United States",1
"2026-03-01","BSH-B","Blind Shaker","BSH-B","Hong Kong",12
"2026-03-01","PH-B","EPF Dock","PH-B","Hong Kong",5
"2026-03-01","UNB-B24","Unibasket","UNB-B24","Switzerland",3
"2026-03-01","EPF-58-100","EPF (10,000)","EPF-58-100","Australia",1
"2026-03-01","PSC-B","Spring Clean™","PSC-B","Switzerland",10
"2026-03-01","TPM-N","Leather Tamping Mat","TPM-N","China",10
"2026-03-01","RNT-B","Really Nice Tamper","RNT-B","Hong Kong",17
"2026-03-01","MNR","MOONRAKER™","MNR","United States",16
"2026-03-01","BLT-B","Blind Tumbler","BLT-B","United States",1
"2026-03-01","RNT-T","Really Nice Tamper","RNT-T","Italy",1
"2026-03-01","BNP-50","BEAN CELLAR Bulk","BNP-50","United States",7
"2026-03-01","RNT-OW","Really Nice Tamper","RNT-OW","Hong Kong",5
"2026-03-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","China",7
"2026-03-01","TPM-B","Leather Tamping Mat","TPM-B","Hong Kong",20
"2026-03-01","LKG","Looking Glass","LKG","Australia",1
"2026-03-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Italy",2
"2026-03-01","HG2_2","The HG-2","HG2_2","Italy",1
"2026-03-01","HG2_2","The HG-2","HG2_2","United States",1
"2026-03-01","RNT-T","Really Nice Tamper","RNT-T","United States",1
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","Italy",10
"2026-04-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","South Korea",20
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","Switzerland",3
"2026-04-01","PS-25","Puck Screens (25)","PS-25","Italy",2
"2026-04-01","BNP-10-C","BEAN CELLAR Polymer","BNP-10-C","Hong Kong",2
"2026-04-01","UNB-B20","Unibasket","UNB-B20","Sweden",2
"2026-04-01","BCK-W","BUCK","BCK-W","United Arab Emirates",3
"2026-04-01","RNT-B-54","Really Nice Tamper","RNT-B-54","United Kingdom",8
"2026-04-01","BD1-SG","BIRD Spare Glass","BD1-SG","China",10
"2026-04-01","TPM-N","Leather Tamping Mat","TPM-N","Switzerland",5
"2026-04-01","EPF-58-100","EPF (10,000)","EPF-58-100","Netherlands",3
"2026-04-01","BCK-R","BUCK","BCK-R","Netherlands",5
"2026-04-01","RNT_49KIT","Really Nice Tamper - Base Kit","RNT_49KIT","United Kingdom",5
"2026-04-01","EPF-58-100","EPF (10,000)","EPF-58-100","United Kingdom",1
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","Sweden",2
"2026-04-01","HG2_CLP","HG-2 Clear Gearbox Panels","HG2_CLP","China",2
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","Australia",2
"2026-04-01","BSH-B","Blind Shaker","BSH-B","South Korea",15
"2026-04-01","BD1_A","The BIRD","BD1_A","United Kingdom",2
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","Thailand",1
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","Switzerland",1
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Australia",2
"2026-04-01","KEY-2-B","The Key","KEY-2-B","Italy",2
"2026-04-01","BCK-W","BUCK","BCK-W","Australia",2
"2026-04-01","RNT-54","Really Nice Tamper","RNT-54","Netherlands",4
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","United Arab Emirates",2
"2026-04-01","PH","EPF Dock","PH","United Arab Emirates",2
"2026-04-01","SPC","Spring Clean™","SPC","United States",5
"2026-04-01","RNT_49KIT","Really Nice Tamper - Base Kit","RNT_49KIT","Switzerland",5
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","Italy",2
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","Sweden",1
"2026-04-01","UNB-B20","Unibasket","UNB-B20","United Arab Emirates",6
"2026-04-01","UNB-B20","Unibasket","UNB-B20","Thailand",4
"2026-04-01","BLT-B","Blind Tumbler","BLT-B","Switzerland",10
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","United Arab Emirates",1
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","China",4
"2026-04-01","BSH","Blind Shaker","BSH","Thailand",24
"2026-04-01","TPM-N","Leather Tamping Mat","TPM-N","United Kingdom",8
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","United Kingdom",2
"2026-04-01","BCK-R","BUCK","BCK-R","Sweden",2
"2026-04-01","UNB-B20","Unibasket","UNB-B20","Netherlands",20
"2026-04-01","EPF-58-100","EPF (10,000)","EPF-58-100","Switzerland",1
"2026-04-01","TPM-N","Leather Tamping Mat","TPM-N","Hong Kong",5
"2026-04-01","RNT","Really Nice Tamper","RNT","South Korea",15
"2026-04-01","BLT-S","Blind Tumbler","BLT-S","Switzerland",5
"2026-04-01","HG2_2","The HG-2","HG2_2","China",2
"2026-04-01","GNF-T-S","Grounds Funnel & Standard Tumbler","GNF-T-S","China",3
"2026-04-01","BNF","Bean Funnel","BNF","Netherlands",8
"2026-04-01","BSH-B","Blind Shaker","BSH-B","Sweden",2
"2026-04-01","BD1-DC","Bird / RoadRunner - Drip Catcher","BD1-DC","Hong Kong",3
"2026-04-01","BCK-W","BUCK","BCK-W","Thailand",1
"2026-04-01","DB2","EG-1 Burrs","DB2","United Kingdom",9
"2026-04-01","BD1-NP","BIRD Travel Sleeve","BD1-NP","Hong Kong",5
"2026-04-01","RNT-54","Really Nice Tamper","RNT-54","United Kingdom",8
"2026-04-01","EG1-B","The EG-1","EG1-B","United Arab Emirates",2
"2026-04-01","DB2","EG-1 Burrs","DB2","United Arab Emirates",1
"2026-04-01","PSC-B","Spring Clean™","PSC-B","United Arab Emirates",4
"2026-04-01","UNB-B28","Unibasket","UNB-B28","United Arab Emirates",3
"2026-04-01","EGW-3","EG-1 Spare Wipers","EGW-3","United Arab Emirates",1
"2026-04-01","UNB-B16","Unibasket","UNB-B16","United Arab Emirates",2
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","United Arab Emirates",1
"2026-04-01","PH-B","EPF Dock","PH-B","Netherlands",3
"2026-04-01","EG1-B-DB2","The EG-1","EG1-B-DB2","Netherlands",1
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","Hong Kong",6
"2026-04-01","UNB-B16","Unibasket","UNB-B16","Netherlands",20
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Sweden",2
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","South Korea",15
"2026-04-01","DB2","EG-1 Burrs","DB2","Hong Kong",1
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","United Kingdom",4
"2026-04-01","PSC-B","Spring Clean™","PSC-B","Netherlands",5
"2026-04-01","RR1-B","The RoadRunner","RR1-B","Thailand",6
"2026-04-01","KEY-2-W","The Key","KEY-2-W","Hong Kong",6
"2026-04-01","RNT","Really Nice Tamper","RNT","Sweden",2
"2026-04-01","RNT-B-49","Really Nice Tamper","RNT-B-49","Switzerland",2
"2026-04-01","Eg1-DB2","The EG-1","Eg1-DB2","Netherlands",1
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","United Arab Emirates",1
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","Switzerland",6
"2026-04-01","MNR","MOONRAKER™","MNR","United States",8
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","China",2
"2026-04-01","TPM-N","Leather Tamping Mat","TPM-N","China",10
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","Switzerland",10
